category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,sign,Enriched group
Human Diseases,Cancer: overview,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),54/1555,204/9577,0.264705882,1.630281823,4.006143434,0.000116818,0.00059281,0.000378077,Braf/Shh/Met/Wnt3a/Wnt11/Akt3/Ptch1/Drosha/Sdc2/Fzd6/Ptk2/Wnt10b/Camk2a/Plce1/Wnt2b/Pik3r3/Hspg2/Wnt7a/Cttn/Fzd8/Tgfb2/Fzd2/Arhgef12/Kdr/Ppp1r12b/Hpse2/Prkcg/Raf1/Tgfb1/Ptpn6/Il12b/Ppp1cc/Map2k1/Cd44/Vav2/Itgb3/Hif1a/Plau/Hcls1/Tnf/Hbegf/Tlr2/Actb/Casp3/Vav1/Plcg2/Hpse/Tlr4/Pik3cd/Thbs1/Ppp1ca/Prkcb/Trp53/Grb2,54,yes,Middle
Human Diseases,Cardiovascular disease,mmu05418,Fluid shear stress and atherosclerosis - Mus musculus (house mouse),42/1555,148/9577,0.283783784,1.747779612,4.036338651,0.000126682,0.00063341,0.00040397,Pdgfb/Nqo1/Gstm5/Mgst1/Rac3/Akt3/Pecam1/Fos/Bmpr1a/Bmp4/Sdc2/Ptk2/Pdgfa/Prkaa2/Pik3r3/Cdh5/Calml4/Gsta4/Acvr2a/Bmpr1b/Gsta2/Acvr2b/Kdr/Gstm6/Cyba/Ncf1/Itgb3/Hsp90aa1/Hsp90ab1/Tnf/Ncf2/Vcam1/Nfkb1/Actb/Rac2/Ccl12/Ccl2/Icam1/Pik3cd/Ifng/Trp53/Ass1,42,yes,Middle
Human Diseases,Endocrine and metabolic disease,mmu04933,AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse),31/1555,101/9577,0.306930693,1.89033778,3.960216233,0.000206643,0.001018242,0.000649405,Akt3/Plce1/Pik3r3/Nox4/Col4a5/Egr1/Tgfb2/Plcb4/Plcb1/Col4a4/Col4a3/Tgfb1/Stat5a/Cybb/Prkcd/Pim1/Tnf/Jak2/Il6/Stat1/Vcam1/Nfkb1/Casp3/Nfatc1/Plcg2/Ccl12/Ccl2/Icam1/Pik3cd/Plcb2/Prkcb,31,yes,Middle
Human Diseases,Cancer: overview,mmu05203,Viral carcinogenesis - Mus musculus (house mouse),58/1555,228/9577,0.254385965,1.566723078,3.813042784,0.000213684,0.001037892,0.000661937,Hdac5/Rbpjl/H2bc4/Ddb1/Pik3r3/Hdac11/H2bc6/H4c8/Ccne1/Stat5a/Ranbp1/Actn1/Atf6b/H2-M3/Ywhah/Cdk1/Rel/Traf3/Syk/Ywhaz/Eif2ak2/C3/Nfkb2/Irf7/Casp8/Sp100/Traf2/Creb3l1/Rbl1/Ccna2/Nfkb1/Ccne2/Casp3/Jak3/Rasa2/Egr3/H2-Q4/Egr2/Pik3cd/Ccr8/Ccr4/Skp2/H2-T22/Bak1/Trp53/Grb2/H2-Q7/H2-K1/H2-T23/H2-Q10/H4c18/H2-Bl/H2-Q6/H2-D1/Ccr5/H2-T10/H2-Q1/H2-Q2,58,yes,Middle
Genetic Information Processing,Replication and repair,mmu03030,DNA replication - Mus musculus (house mouse),15/1555,36/9577,0.416666667,2.566184352,4.14489105,0.00024944,0.001189966,0.000758925,Mcm2/Mcm5/Pole/Mcm4/Rfc4/Rfc2/Fen1/Prim1/Prim2/Mcm6/Pcna/Pold3/Pold1/Mcm3/Lig1,15,yes,Middle
Cellular Processes,Cell growth and death,mmu04110,Cell cycle - Mus musculus (house mouse),43/1555,157/9577,0.27388535,1.68681672,3.820156638,0.000251993,0.001189966,0.000758925,Gsk3b/Abl1/Wee1/Tfdp2/Cdc14b/Skp1/Tgfb2/Cdc45/Ccne1/Dbf4/Tgfb1/Mcm2/Mcm5/Cdt1/E2f4/Cdc6/Ywhah/Fbxo5/Cdk1/Pttg1/Aurkb/Trip13/Ywhaz/Mcm4/Pkmyt1/Ndc80/Cdca5/Orc2/Mcm6/Knl1/Pcna/Bub1/Rbl1/Ccna2/Ccne2/Mad2l2/Mad2l1bp/Bub1b/Mcm3/Skp2/Espl1/Trp53/Cdkn2d,43,yes,Middle
Human Diseases,Infectious disease: bacterial,mmu05134,Legionellosis - Mus musculus (house mouse),21/1555,60/9577,0.35,2.155594855,3.953184891,0.000299959,0.001397067,0.000891009,Tlr5/Itgb2/Il12b/Hspa8/Apaf1/C3/Tnf/Nfkb2/Il6/Casp1/Casp8/Tlr2/Nfkb1/Cxcl1/Casp3/Myd88/Tlr4/Nlrc4/Cxcl2/Naip2/Hspa1a,21,yes,Middle
Organismal Systems,Immune system,mmu04622,RIG-I-like receptor signaling pathway - Mus musculus (house mouse),24/1555,73/9577,0.328767123,2.024824913,3.869669079,0.000339073,0.001557904,0.000993586,Rnf125/Il12b/Dhx58/Traf3/Ripk1/Map3k1/Sting1/Tnf/Irf7/Casp8/Ifih1/Traf2/Adar/Nfkb1/Nfkbib/Cxcl10/Isg15/Cyld/Atg5/Znfx1/Rigi/Ikbke/Ifnb1/Tank,24,yes,Middle
Cellular Processes,Cellular community - eukaryotes,mmu04520,Adherens junction - Mus musculus (house mouse),28/1555,92/9577,0.304347826,1.874430309,3.710362868,0.000479379,0.002173183,0.001385993,Met/Rac3/Ptprb/Vcl/Snai2/Sorbs1/Radil/Wasf3/Tjp1/Cdh5/Lmo7/Ptprm/Ptprf/Farp2/Ctnnd1/Ctnna3/Myl9/Afdn/Ccm2/Ptpn6/Actn1/Fyn/Ptprj/Ptpn1/Actb/Was/Rac2/Rap1b,28,yes,Middle
Human Diseases,Infectious disease: parasitic,mmu05143,African trypanosomiasis - Mus musculus (house mouse),15/1555,39/9577,0.384615385,2.368785555,3.770986646,0.000695468,0.003111303,0.001984299,Plcb4/Plcb1/Prkcg/Il12b/Il10/Tnf/Il6/Vcam1/Ido1/Myd88/Icam1/Plcb2/Tlr9/Prkcb/Ifng,15,yes,Middle
Human Diseases,Infectious disease: bacterial,mmu05100,Bacterial invasion of epithelial cells - Mus musculus (house mouse),24/1555,77/9577,0.311688312,1.919639203,3.567113869,0.000812888,0.003543357,0.00225985,Met/Shc2/Vcl/Ptk2/Pik3r3/Cttn/Bcar1/Dnm3/Dock1/Ctnna3/Septin1/Crkl/Arpc2/Elmo2/Hcls1/Actr3/Mad2l2/Actb/Arpc1b/Pik3cd/Septin6/Septin9/Rhog/Arpc4,24,yes,Middle
Human Diseases,Infectious disease: bacterial,mmu05133,Pertussis - Mus musculus (house mouse),24/1555,77/9577,0.311688312,1.919639203,3.567113869,0.000812888,0.003543357,0.00225985,Fos/Calml4/Itgb2/Il12b/Il10/Irf1/Nos2/C3/Tnf/Il6/Ly96/Casp1/Nfkb1/Casp3/Myd88/Nlrp3/C1qa/C1qc/C1qb/Tlr4/Irf8/Ticam2/Cfl1/Irak4,24,yes,Middle
Cellular Processes,Cellular community - eukaryotes,mmu04540,Gap junction - Mus musculus (house mouse),26/1555,86/9577,0.302325581,1.861975623,3.535119989,0.000840449,0.003617124,0.002306896,Pdgfb/Adcy9/Adcy3/Adcy5/Adcy6/Pdgfrb/Pdgfa/Pdgfra/Tjp1/Pdgfd/Plcb4/Gucy1a2/Plcb1/Prkg1/Prkcg/Raf1/Tubb6/Tubb5/Map2k1/Cdk1/Tuba1b/Plcb2/Tuba1c/Prkcb/Tubb2a/Grb2,26,yes,Middle
Environmental Information Processing,Signal transduction,mmu04014,Ras signaling pathway - Mus musculus (house mouse),57/1555,236/9577,0.241525424,1.487517031,3.338605034,0.000968498,0.004116117,0.00262514,Pdgfb/Met/Rac3/Akt3/Shc2/Flt4/Rasgrf2/Angpt1/Pdgfrb/Plce1/Pdgfa/Abl1/Pik3r3/Pdgfra/Fgfr2/Pak3/Angpt2/Pdgfd/Calml4/Rasgrf1/Ralgapa2/Ntf3/Grin2a/Kdr/Syngap1/Afdn/Ntf5/Prkcg/Fgf23/Raf1/Pla1a/Pgf/Map2k1/Rasa4/Csf1/Rel/Csf1r/Htr7/Zap70/Rassf5/Abl2/Rasgrp1/Ntrk1/Nfkb1/Lat/Rasa2/Rac2/Pla2g4c/Plcg2/Gngt2/Pik3cd/Flt3/Arf6/Rasal3/Rap1b/Prkcb/Grb2,57,yes,Middle
Human Diseases,Cancer: specific types,mmu05221,Acute myeloid leukemia - Mus musculus (house mouse),22/1555,70/9577,0.314285714,1.935636197,3.458997311,0.001168095,0.004903113,0.003127063,Braf/Runx1t1/Akt3/Pik3r3/Raf1/Spi1/Stat5a/Map2k1/Fcgr1/Pim1/Csf1r/Ccna2/Nfkb1/Pim2/Pml/Pik3cd/Flt3/Cebpe/Grb2/Bcl2a1b/Bcl2a1d/Bcl2a1a,22,yes,Middle
Environmental Information Processing,Signal transduction,mmu04072,Phospholipase D signaling pathway - Mus musculus (house mouse),39/1555,149/9577,0.261744966,1.612046009,3.314998636,0.001239769,0.005140505,0.003278464,Pdgfb/Adcy9/Akt3/Shc2/Adcy3/Adcy5/Adcy6/Pdgfrb/Pdgfa/Ptgfr/Pik3r3/Pdgfra/Pdgfd/Dgkh/Dgkb/Lpar3/Plcb4/Dnm3/F2r/Plcb1/Raf1/Grm6/Map2k1/Cyth1/Cyth4/Fyn/Pik3cg/Gna13/Pik3r5/Syk/Pla2g4c/Plcg2/Pik3cd/Plcb2/Arf6/Fcer1g/Ptk2b/Grb2/Lpar5,39,yes,Middle
Human Diseases,Drug resistance: antineoplastic,mmu01521,EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse),24/1555,80/9577,0.3,1.847652733,3.35185851,0.001474191,0.006038854,0.003851405,Pdgfb/Braf/Met/Akt3/Shc2/Gsk3b/Pdgfrb/Pdgfa/Pik3r3/Pdgfra/Fgfr2/Pdgfd/Kdr/Prkcg/Raf1/Map2k1/Jak2/Il6/Bcl2l11/Eif4e/Plcg2/Pik3cd/Prkcb/Grb2,24,yes,Middle
Organismal Systems,Endocrine system,mmu04935,"Growth hormone synthesis, secretion and action - Mus musculus (house mouse)",32/1555,117/9577,0.273504274,1.684469728,3.279574831,0.001519193,0.006149114,0.003921726,Adcy9/Akt3/Shc2/Adcy3/Fos/Ptk2/Gsk3b/Adcy5/Adcy6/Pik3r3/Bcar1/Plcb4/Plcb1/Cacna1c/Irs1/Prkcg/Raf1/Stat5a/Map2k1/Crkl/Atf6b/Map3k1/Jak2/Stat1/Creb3l1/Plcg2/Socs1/Pik3cd/Plcb2/Prkcb/Socs3/Grb2,32,yes,Middle
Organismal Systems,Endocrine system,mmu04928,"Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)",31/1555,116/9577,0.267241379,1.64589755,3.081343016,0.002650422,0.010601688,0.006761448,Braf/Adcy9/Adcy3/Fos/Pde4d/Adcy5/Adcy6/Lrp6/Mmp15/Pde4a/Egr1/Plcb4/Plcb1/Prkcg/Fgf23/Raf1/Mmp14/Map2k1/Atf6b/Gna13/Tnfsf11/Mmp25/Hbegf/Creb3l1/Pde4b/Runx2/Plcb2/Mmp13/Prkcb/Arrb2/Mafb,31,yes,Middle
Cellular Processes,Cellular community - eukaryotes,mmu04530,Tight junction - Mus musculus (house mouse),42/1555,170/9577,0.247058824,1.521596368,3.020990672,0.002733955,0.010808659,0.006893448,Amotl1/Myh11/Myh10/Pals1/Cldn1/Ppp2r2b/Tjp2/Mpdz/Prkaa2/Tjp1/Myh14/Cttn/Nedd4/Cgnl1/Cldn18/Prkci/Amot/Cd1d2/Synpo/Magi1/Cldn8/Patj/Myl9/Afdn/Rab8a/Arpc2/Actn1/Map3k1/Ppp2r2a/Hcls1/Tuba1b/Actr3/Pcna/Actb/Arpc1b/Vasp/Arhgap17/Was/Rab8b/Tuba1c/Rap2c/Arpc4,42,yes,Middle
Cellular Processes,Transport and catabolism,mmu04142,Lysosome - Mus musculus (house mouse),35/1555,136/9577,0.257352941,1.584996217,3.025028354,0.002915854,0.011395292,0.007267586,Ap1m2/Dnase2b/Ids/Slc17a5/Sort1/Acp5/Tcirg1/Psap/Ctse/Man2b1/Neu1/M6pr/Ctsd/Galns/Ctsz/Cd68/Lgmn/Ap3b1/Ctsb/Litaf/Atp6v0c/Npc1/Ctsw/Gusb/Slc11a1/Laptm5/Ctsc/Gla/Ctsh/Gnptab/Atp6v0a2/Ctss/Ncoa7/Ap1g2/Ap1s3,35,yes,Middle
Organismal Systems,Immune system,mmu04664,Fc epsilon RI signaling pathway - Mus musculus (house mouse),20/1555,66/9577,0.303030303,1.866315892,3.109217438,0.003109555,0.01201419,0.007662301,Rac3/Akt3/Pik3r3/Raf1/Lcp2/Map2k1/Vav2/Fyn/Syk/Tnf/Inpp5d/Lat/Btk/Rac2/Pla2g4c/Vav1/Plcg2/Pik3cd/Fcer1g/Grb2,20,yes,Middle
Organismal Systems,Nervous system,mmu04720,Long-term potentiation - Mus musculus (house mouse),20/1555,67/9577,0.298507463,1.838460431,3.032114878,0.003770555,0.014404366,0.009186685,Braf/Rps6ka2/Camk2a/Rps6ka6/Calml4/Gria2/Plcb4/Plcb1/Cacna1c/Grin2a/Prkcg/Raf1/Rps6ka1/Ppp1cc/Map2k1/Camk4/Plcb2/Ppp1ca/Rap1b/Prkcb,20,yes,Middle
Organismal Systems,Immune system,mmu04613,Neutrophil extracellular trap formation - Mus musculus (house mouse),49/1555,209/9577,0.234449761,1.443939138,2.856860751,0.004026166,0.015209959,0.009700469,Hdac5/H2bc4/Akt3/Padi4/Pik3r3/Hdac11/Plcb4/H2bc6/Plcb1/H4c8/Prkcg/Itgb2/Raf1/Clcn5/Map2k1/Cyba/Cybb/Macroh2a1/Fcgr1/Ncf1/Slc25a5/Itgb3/Syk/Gsdmd/C3/Casp1/Ncf2/Tlr2/Nfkb1/Actb/Itgal/Rac2/Casp4/Plcg2/Tlr4/Pik3cd/Plcb2/Tlr8/Tlr7/Selplg/H2ax/Prkcb/Fcgr4/Fcgr3/H4c18/Ncf4/Clec7a/Fpr3/H2ac24,49,yes,Middle
Organismal Systems,Circulatory system,mmu04270,Vascular smooth muscle contraction - Mus musculus (house mouse),36/1555,144/9577,0.25,1.539710611,2.872984096,0.004301865,0.016072902,0.010250829,Braf/Adcy9/Irag1/Myh11/Adcy3/Myh10/Mylk/Adcy5/Adcy6/Cald1/Myh14/Calml4/Kcnmb2/Plcb4/Gucy1a2/Plcb1/Cacna1c/Prkg1/Arhgef12/Kcnma1/Cyp4a10/Myl9/Ppp1r12b/Prkcg/Raf1/Ppp1cc/Map2k1/Adora2b/Adora2a/Gna13/Prkcd/Pla2g4c/Plcb2/Ppp1ca/Prkcb/Adm2,36,yes,Middle
Human Diseases,Immune disease,mmu05322,Systemic lupus erythematosus - Mus musculus (house mouse),37/1555,150/9577,0.246666667,1.519181136,2.821588763,0.004862312,0.017969414,0.01146037,H2bc4/Ro60/C6/H2bc6/Grin2a/H4c8/Actn1/Macroh2a1/Fcgr1/Il10/Cd40/Cd86/C3/H2-Oa/Tnf/Cd28/Trim21/Cd40lg/H2-Ea/H2-Aa/C1qa/C1qc/C1qb/H2-DMb2/H2-DMa/H2-Ob/H2ax/Ifng/Fcgr4/Fcgr3/H2-Eb1/H2-Eb2/H4c18/H2-Ab1/Cd80/H2-DMb1/H2ac24,37,yes,Middle
Metabolism,Glycan biosynthesis and metabolism,mmu00604,Glycosphingolipid biosynthesis - ganglio series - Mus musculus (house mouse),7/1555,15/9577,0.466666667,2.874126474,3.198056204,0.00565292,0.020666589,0.013180549,St6galnac6/St3gal2/St6galnac3/B4galnt1/St8sia1/B3galt4/St6galnac4,7,yes,Middle
Organismal Systems,Endocrine system,mmu04917,Prolactin signaling pathway - Mus musculus (house mouse),21/1555,74/9577,0.283783784,1.747779612,2.842988167,0.005836291,0.021109989,0.013463336,Akt3/Shc2/Fos/Gsk3b/Elf5/Slc2a2/Pik3r3/Lhb/Raf1/Stat5a/Map2k1/Irf1/Tnfsf11/Jak2/Stat1/Tnfrsf11a/Nfkb1/Socs1/Pik3cd/Socs3/Grb2,21,yes,Middle
Environmental Information Processing,Signal transduction,mmu04022,cGMP-PKG signaling pathway - Mus musculus (house mouse),41/1555,172/9577,0.238372093,1.468096164,2.727318398,0.005973418,0.021378548,0.013634616,Adcy9/Irag1/Akt3/Adcy3/Mylk/Adcy5/Adcy6/Nfatc4/Atp2b4/Atp2b2/Trpc6/Calml4/Kcnmb2/Plcb4/Gucy1a2/Pde3a/Adora1/Plcb1/Cacna1c/Prkg1/Pde5a/Irs1/Adra2b/Gtf2i/Kcnma1/Myl9/Raf1/Adora3/Ppp1cc/Map2k1/Atf6b/Slc25a5/Pik3cg/Gna13/Pik3r5/Creb3l1/Nfatc2/Vasp/Nfatc1/Plcb2/Ppp1ca,41,yes,Middle
Environmental Information Processing,Signaling molecules and interaction,mmu04512,ECM-receptor interaction - Mus musculus (house mouse),24/1555,89/9577,0.269662921,1.660811446,2.757408807,0.006753337,0.023918068,0.015254247,Lama2/Thbs2/Lama3/Tnn/Itga8/Thbs3/Hspg2/Col4a5/Tnxb/Frem2/Dag1/Itga1/Reln/Lamb2/Frem1/Col4a4/Col4a3/Itgb7/Cd44/Hmmr/Itgb3/Itga4/Spp1/Thbs1,24,yes,Middle
Human Diseases,Cancer: specific types,mmu05214,Glioma - Mus musculus (house mouse),21/1555,75/9577,0.28,1.724475884,2.773083769,0.006895816,0.0241709,0.015415496,Pdgfb/Braf/Akt3/Shc2/Camk2a/Pdgfrb/Pdgfa/Pik3r3/Pdgfra/Calml4/Prkcg/Raf1/Map2k1/Plcg2/Camk4/Camk1d/Pik3cd/Prkcb/Bak1/Trp53/Grb2,21,yes,Middle
Human Diseases,Cancer: specific types,mmu05222,Small cell lung cancer - Mus musculus (house mouse),25/1555,94/9577,0.265957447,1.637990012,2.736660146,0.006980025,0.024216414,0.015444524,Rarb/Akt3/Lama2/Ptk2/Lama3/Pik3r3/Col4a5/Lamb2/Col4a4/Col4a3/Ccne1/Traf4/Apaf1/Nos2/Traf3/Traf2/Nfkb1/Ccne2/Casp3/Birc3/Pik3cd/Skp2/Bak1/Max/Trp53,25,yes,Middle
Environmental Information Processing,Signal transduction,mmu04392,Hippo signaling pathway - multiple species - Mus musculus (house mouse),10/1555,27/9577,0.37037037,2.281052757,2.93469619,0.007309467,0.025103221,0.016010104,Mob1b/Wwc1/Wwtr1/Dchs1/Fat4/Tead1/Dchs2/Limd1/Rassf2/Mob1a,10,yes,Middle
Organismal Systems,Endocrine system,mmu04919,Thyroid hormone signaling pathway - Mus musculus (house mouse),30/1555,120/9577,0.25,1.539710611,2.619333646,0.008641886,0.029264305,0.018663922,Akt3/Bmp4/Gsk3b/Plce1/Pfkfb2/Notch1/Pik3r3/Pfkm/Notch3/Rcan2/Plcb4/Plcb1/Prkcg/Raf1/Map2k1/Slc16a10/Itgb3/Hif1a/Pfkp/Stat1/Ncoa3/Slc2a1/Actb/Med17/Plcg2/Pik3cd/Plcb2/Prkcb/Trp53/Med12,30,yes,Middle
Cellular Processes,Transport and catabolism,mmu04144,Endocytosis - Mus musculus (house mouse),59/1555,270/9577,0.218518519,1.345821127,2.537724561,0.008716621,0.029264305,0.018663922,Epn2/Chmp4c/Pdgfra/Psd3/Fgfr2/Nedd4/Prkci/Mvb12b/Dnm3/Wwp1/Iqsec2/Asap2/Acap1/Rab8a/Sh3gl1/Arpc2/Hspa8/H2-M3/Cyth1/Cyth4/Snx3/Cblb/Grk2/Agap2/Actr3/Il2ra/Psd4/Snx5/Rab35/Arpc1b/Il2rg/Snx1/Spg21/Arap1/Smap2/Washc4/H2-Q4/Pml/Sh3kbp1/Arf6/H2-T22/Arrb2/H2-Q7/H2-K1/Vps37b/H2-T23/H2-Q10/Il2rb/Capza1/H2-Bl/H2-Q6/H2-D1/Grk6/Ccr5/Arpc4/H2-T10/H2-Q1/H2-Q2/Hspa1a,59,yes,Middle
Organismal Systems,Endocrine system,mmu04911,Insulin secretion - Mus musculus (house mouse),23/1555,86/9577,0.26744186,1.647132281,2.654008076,0.008779291,0.029264305,0.018663922,Adcy9/Adcy3/Adcy5/Adcy6/Glp1r/Camk2a/Slc2a2/Cckar/Rims2/Kcnmb2/Plcb4/Plcb1/Cacna1c/Pclo/Kcnma1/Prkcg/Atf6b/Creb3l1/Slc2a1/Plcb2/Ffar1/Prkcb/Kcnn4,23,yes,Middle
Human Diseases,Endocrine and metabolic disease,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),34/1555,141/9577,0.241134752,1.485110944,2.554892309,0.009681219,0.031934122,0.020366654,Akt3/Acox1/Gsk3b/Prkaa2/Ppargc1a/Nox4/Aldh7a1/Adh7/Adh1/Il17ra/Il12b/Map3k14/Traf3/Ripk1/Tra2b/C3/Tnf/Il6/Ly96/Il17a/Casp8/Nfkb1/Cxcl1/Casp3/Myd88/C1qa/C1qc/C1qb/Tlr4/C3ar1/Ikbke/Ifnb1/Cxcl2/Irak4,34,yes,Middle
Environmental Information Processing,Signal transduction,mmu04071,Sphingolipid signaling pathway - Mus musculus (house mouse),31/1555,126/9577,0.246031746,1.51527076,2.563290487,0.009768084,0.031934122,0.020366654,Cers4/Rac3/Akt3/Ppp2r2b/Asah2/Pik3r3/Plcb4/Adora1/Ppp2r3a/Sptssb/Plcb1/Prkcg/Raf1/Adora3/Bid/Map2k1/Ctsd/Fyn/Gna13/Ppp2r2a/Tnf/Traf2/Nfkb1/Nsmaf/Rac2/Pik3cd/Plcb2/S1pr4/Prkcb/Fcer1g/Trp53,31,yes,Middle
Environmental Information Processing,Signal transduction,mmu04024,cAMP signaling pathway - Mus musculus (house mouse),50/1555,224/9577,0.223214286,1.374741617,2.498598097,0.009982937,0.032325701,0.020616391,Braf/Adcy9/Rac3/Akt3/Adcy3/Acox1/Fos/Ptch1/Pde4d/Adcy5/Adcy6/Glp1r/Camk2a/Plce1/Atp2b4/Tshb/Pik3r3/Atp2b2/Pde4a/Calml4/Gria2/Npy1r/Kcnk2/Pde3a/Adora1/Chrm2/F2r/Htr1b/Cacna1c/Grin2a/Hhip/Myl9/Afdn/Lhb/Raf1/Ppp1cc/Map2k1/Vav2/Adora2a/Creb3l1/Nfkb1/Pde4b/Nfatc1/Rac2/Vav1/Camk4/Pik3cd/Ppp1ca/Rap1b/Cngb3,50,yes,Middle
Environmental Information Processing,Signal transduction,mmu04150,mTOR signaling pathway - Mus musculus (house mouse),37/1555,158/9577,0.234177215,1.442260572,2.467858786,0.011610633,0.037241653,0.023751642,Braf/Ulk2/Atp6v1b1/Wnt3a/Wnt11/Akt3/Fzd6/Deptor/Gsk3b/Wnt10b/Rps6ka2/Rps6ka6/Wnt2b/Rragd/Prkaa2/Pik3r3/Wnt7a/Lrp6/Wdr59/Fzd8/Rnf152/Clip1/Fzd2/Irs1/Prkcg/Raf1/Rps6ka1/Map2k1/Tnf/Eif4e/Prr5/Pik3cd/Slc7a5/Prkcb/Skp2/Grb2/Fnip2,37,yes,Middle
Human Diseases,Cancer: overview,mmu05230,Central carbon metabolism in cancer - Mus musculus (house mouse),19/1555,69/9577,0.275362319,1.695913137,2.554176649,0.011894519,0.037508735,0.02392198,Met/Akt3/Pdgfrb/Slc2a2/Pik3r3/Pdgfra/Fgfr2/Pfkm/Raf1/Map2k1/Hif1a/Pfkp/Hk3/Ntrk1/Slc2a1/Pik3cd/Slc7a5/Flt3/Trp53,19,yes,Middle
Organismal Systems,Endocrine system,mmu04914,Progesterone-mediated oocyte maturation - Mus musculus (house mouse),24/1555,93/9577,0.258064516,1.589378695,2.514525656,0.011914539,0.037508735,0.02392198,Braf/Adcy9/Akt3/Adcy3/Adcy5/Adcy6/Rps6ka2/Rps6ka6/Pik3r3/Pgr/Cpeb3/Raf1/Rps6ka1/Map2k1/Cdk1/Stk10/Hsp90aa1/Pkmyt1/Hsp90ab1/Bub1/Aurka/Ccna2/Mad2l2/Pik3cd,24,yes,Middle
Human Diseases,Cancer: overview,mmu05231,Choline metabolism in cancer - Mus musculus (house mouse),25/1555,98/9577,0.255102041,1.571133276,2.501987741,0.012088339,0.037706745,0.024048265,Pdgfb/Rac3/Akt3/Fos/Pdgfrb/Pdgfa/Pik3r3/Pdgfra/Wasf3/Pdgfd/Dgkh/Pcyt1b/Dgkb/Slc44a3/Chpt1/Prkcg/Raf1/Map2k1/Hif1a/Was/Rac2/Pla2g4c/Pik3cd/Prkcb/Grb2,25,yes,Middle
Organismal Systems,Endocrine system,mmu04921,Oxytocin signaling pathway - Mus musculus (house mouse),36/1555,154/9577,0.233766234,1.439729402,2.421961343,0.013019159,0.040241036,0.025664562,Adcy9/Adcy3/Fos/Mylk/Adcy5/Adcy6/Nfatc4/Camk2a/Prkaa2/Calml4/Eef2k/Plcb4/Cacna2d1/Gucy1a2/Plcb1/Cacna1c/Myl9/Cacng7/Ppp1r12b/Prkcg/Raf1/Ppp1cc/Map2k1/Trpm2/Pik3cg/Pik3r5/Nfatc2/Actb/Nfatc1/Pla2g4c/Camk4/Camk1d/Plcb2/Ppp1ca/Prkcb/Cacng8,36,yes,Middle
Environmental Information Processing,Signal transduction,mmu04012,ErbB signaling pathway - Mus musculus (house mouse),22/1555,84/9577,0.261904762,1.613030164,2.484481021,0.01314343,0.040259155,0.025676118,Braf/Akt3/Shc2/Ptk2/Gsk3b/Camk2a/Abl1/Pik3r3/Pak3/Prkcg/Raf1/Stat5a/Map2k1/Crkl/Cblb/Hbegf/Abl2/Areg/Plcg2/Pik3cd/Prkcb/Grb2,22,yes,Middle
Human Diseases,Cancer: specific types,mmu05215,Prostate cancer - Mus musculus (house mouse),25/1555,100/9577,0.25,1.539710611,2.388589137,0.015588202,0.047321329,0.030180166,Tmprss2/Pdgfb/Braf/Akt3/Gsk3b/Pdgfrb/Pdgfa/Pik3r3/Pdgfra/Fgfr2/Pdgfd/Erg/Raf1/Ccne1/Map2k1/Insrr/Hsp90aa1/Plau/Hsp90ab1/Creb3l1/Nfkb1/Ccne2/Pik3cd/Trp53/Grb2,25,yes,Middle
NA,NA,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),34/416,232/9577,0.146551724,3.373860245,7.799679899,3.39E-10,1.01E-07,8.17E-08,Col5a3/Tmod4/Fbln1/Atp1a2/Atp1a4/Myh11/Lama2/Csrp2/Col6a2/Sgcd/Itgb4/Thbs2/Dtna/Xirp2/Lmod2/Sspn/Col4a6/Col4a5/Myh2/Dmd/Col27a1/Lmod1/Actn2/Dsp/Myh4/Trim55/Obscn/Myl1/Fbln2/Tnnt1/Myl9/Sptbn2/Actc1/Capn3,34,yes,Mild
Cellular Processes,Cell motility,mmu04814,Motor proteins - Mus musculus (house mouse),26/416,198/9577,0.131313131,3.023042929,6.129523555,4.07E-07,6.05E-05,4.91E-05,Myo18a/Dnah11/Myh11/Dnah1/Dnah12/Dnah5/Dnal4/Kif21a/Dynlt3/Myh2/Stard9/Dynlrb2/Dnah10/Dnah7b/Dnal1/Dnai3/Bicdl2/Dync2h1/Dnah6/Dnah9/Myh4/Myl1/Tnnt1/Myl9/Actc1/Dnah7a,26,yes,Mild
Organismal Systems,Circulatory system,mmu04261,Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),21/416,156/9577,0.134615385,3.099066198,5.632578134,3.61E-06,0.000356962,0.000289719,Atp1a2/Atp1a4/Adcy1/Adcy3/Mapk12/Adcy5/Ppp2r2c/Atp2b3/Scn5a/Scn7a/Kcnk2/Plcb4/Cacna2d1/Ppp2r3a/Scn4b/Plcb1/Cacna1c/Camk2b/Agtr2/Actc1/Bves,21,yes,Mild
