,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV935,d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
ASV981,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV878,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV1140,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV883,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV1069,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV1289,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acidocella,s__unclassified_g__Acidocella
ASV1173,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__unclassified_f__Oxalobacteraceae,s__unclassified_f__Oxalobacteraceae
ASV510,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__unclassified_f__Sphingomonadaceae,s__unclassified_f__Sphingomonadaceae
ASV1288,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__unclassified_g__Rothia
ASV515,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter
ASV1060,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria
ASV384,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__unclassified_f__Micrococcaceae,s__unclassified_f__Micrococcaceae
ASV1286,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV133,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV1355,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter
ASV1172,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__Spirosoma_carri
ASV1131,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV500,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__unclassified_g__Aeromonas
ASV879,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1291,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__norank_f__Caulobacteraceae,s__unclassified_g__norank_f__Caulobacteraceae
ASV59,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV937,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV1360,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__unclassified_g__Mycobacterium
ASV881,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__norank_f__Caulobacteraceae,s__unclassified_g__norank_f__Caulobacteraceae
ASV269,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV886,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Inquilinaceae,g__Inquilinus,s__unclassified_g__Inquilinus
ASV54,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__unclassified_f__Weeksellaceae,s__unclassified_f__Weeksellaceae
ASV765,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV507,d__Bacteria,k__norank_d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_soli_Cha_et_al._2016
ASV513,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV1295,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Roseiarcus,s__uncultured_bacterium_g__Roseiarcus
ASV1174,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__unclassified_g__Klebsiella
ASV305,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV1362,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Phyllobacterium,s__unclassified_g__Phyllobacterium
ASV1238,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV1071,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV67,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV1233,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria
ASV690,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Limnochordia,o__norank_c__Limnochordia,f__norank_o__norank_c__Limnochordia,g__Hydrogenispora,s__unclassified_g__Hydrogenispora
ASV1298,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__unclassified_f__Caulobacteraceae,s__unclassified_f__Caulobacteraceae
ASV885,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__unclassified_g__Sphingobacterium
ASV265,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__unclassified_f__Weeksellaceae,s__unclassified_f__Weeksellaceae
ASV58,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV391,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter
ASV262,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV309,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__unclassified_c__Bacilli,f__unclassified_c__Bacilli,g__unclassified_c__Bacilli,s__unclassified_c__Bacilli
ASV392,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV144,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__unclassified_g__Stenotrophomonas
ASV136,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV1363,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Cloacibacterium,s__unclassified_g__Cloacibacterium
ASV310,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV880,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Bosea,s__unclassified_g__Bosea
ASV938,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Gemellaceae,g__Gemella,s__unclassified_g__Gemella
ASV1287,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV985,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__unclassified_f__Oxalobacteraceae,s__unclassified_f__Oxalobacteraceae
ASV1067,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__unclassified_f__Rhizobiaceae,s__unclassified_f__Rhizobiaceae
ASV986,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Cloacibacterium,s__unclassified_g__Cloacibacterium
ASV1021,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__unclassified_g__Staphylococcus
ASV1236,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV689,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV306,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__unclassified_f__Weeksellaceae,s__unclassified_f__Weeksellaceae
ASV695,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Achromobacter,s__unclassified_g__Achromobacter
ASV1022,d__Bacteria,k__norank_d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__unclassified_g__Deinococcus
ASV140,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV763,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__unclassified_g__Mycobacterium
ASV941,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV940,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,s__unclassified_g__Comamonas
ASV1237,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__unclassified_g__Sphingobacterium
ASV594,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__unclassified_f__Oxalobacteraceae,s__unclassified_f__Oxalobacteraceae
ASV1359,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__unclassified_g__Sphingobacterium
ASV512,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_sp._A5R1.11
ASV65,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__unclassified_g__Stenotrophomonas
ASV983,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Enhydrobacter,s__unclassified_g__Enhydrobacter
ASV657,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV450,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV989,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__unclassified_g__Sphingobacterium
ASV1171,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__unclassified_f__Comamonadaceae,s__unclassified_f__Comamonadaceae
ASV1141,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV1177,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Delftia,s__unclassified_g__Delftia
ASV812,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria
ASV1294,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pleomorphomonadaceae,g__unclassified_f__Pleomorphomonadaceae,s__unclassified_f__Pleomorphomonadaceae
ASV64,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter
ASV1027,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV1074,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas
ASV593,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV987,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV1175,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__unclassified_f__Alcaligenaceae,s__unclassified_f__Alcaligenaceae
ASV61,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV1358,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__unclassified_g__Enterococcus
ASV1361,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__unclassified_o__Burkholderiales,g__unclassified_o__Burkholderiales,s__unclassified_o__Burkholderiales
ASV936,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__unclassified_g__Sphingobacterium
ASV48,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV766,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Cloacibacterium,s__unclassified_g__Cloacibacterium
ASV823,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__unclassified_f__Pseudomonadaceae,s__unclassified_f__Pseudomonadaceae
ASV204,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__unclassified_g__Methylobacterium-Methylorubrum
ASV307,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__norank_f__Hyphomonadaceae,s__unclassified_g__norank_f__Hyphomonadaceae
ASV208,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV1024,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__unclassified_g__Sphingobacterium
ASV1084,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV820,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__unclassified_g__Flavobacterium
ASV276,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Cloacibacterium,s__unclassified_g__Cloacibacterium
ASV399,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV395,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV1081,d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Leifsonia,s__unclassified_g__Leifsonia
ASV396,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__unclassified_g__Klebsiella
ASV1138,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__unclassified_g__Stenotrophomonas
ASV993,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,s__unclassified_g__Comamonas
ASV818,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__unclassified_f__Weeksellaceae,s__unclassified_f__Weeksellaceae
ASV699,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
ASV768,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__unclassified_g__Mesorhizobium
ASV308,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus
ASV420,d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae
ASV312,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__unclassified_g__Chryseobacterium
ASV145,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__unclassified_o__Enterobacterales,g__unclassified_o__Enterobacterales,s__unclassified_o__Enterobacterales
ASV143,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Undibacterium,s__unclassified_g__Undibacterium
ASV142,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__unclassified_g__Brevundimonas
ASV1180,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unclassified_g__Sphingomonas
ASV1070,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria
ASV666,d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__unclassified_f__Enterobacteriaceae,s__unclassified_f__Enterobacteriaceae
